### DATA:
#
# 1696
#      Q             I(Q)           Error     
6.66417858E-02  8.56450017E-01  7.62093660E-03
6.67653109E-02  8.40674922E-01  7.58357119E-03
6.68888360E-02  8.41119335E-01  7.60224011E-03
6.70123611E-02  8.46275645E-01  7.56575020E-03
6.71358862E-02  8.32021347E-01  7.59017970E-03
6.72594112E-02  8.37883761E-01  7.56117012E-03
6.73829363E-02  8.29050994E-01  7.54885159E-03
6.75064614E-02  8.25640756E-01  7.55445022E-03
6.76299865E-02  8.38566494E-01  7.52442897E-03
6.77535116E-02  8.33443319E-01  7.55813280E-03
6.78770367E-02  8.36561236E-01  7.49999802E-03
6.80005618E-02  8.00630826E-01  7.50918961E-03
6.81240869E-02  8.20085048E-01  7.51052670E-03
6.82476120E-02  8.22976935E-01  7.48928951E-03
6.83711371E-02  8.13891663E-01  7.49618520E-03
6.84946621E-02  8.12434306E-01  7.45924654E-03
6.86181872E-02  8.28673469E-01  7.48770720E-03
6.87417123E-02  8.11267804E-01  7.46310751E-03
6.88652374E-02  8.08033662E-01  7.44427927E-03
6.89887625E-02  8.31631081E-01  7.45441431E-03
6.91122876E-02  8.03620224E-01  7.41287386E-03
6.92358127E-02  8.21432729E-01  7.45413755E-03
6.93593378E-02  8.02331810E-01  7.42305825E-03
6.94828629E-02  7.92666739E-01  7.40157384E-03
6.96063879E-02  7.99890431E-01  7.42808277E-03
6.97299130E-02  7.97959850E-01  7.37820310E-03
6.98534381E-02  7.85558371E-01  7.39235419E-03
6.99769632E-02  7.99429187E-01  7.36019587E-03
7.01004883E-02  7.93841364E-01  7.37896293E-03
7.02240134E-02  7.87304613E-01  7.36064678E-03
7.03475385E-02  7.95753690E-01  7.33585169E-03
7.04710636E-02  7.82291861E-01  7.36186917E-03
7.05945887E-02  7.85587973E-01  7.32022842E-03
7.07181138E-02  7.66668870E-01  7.33718519E-03
7.08416388E-02  7.89065658E-01  7.33030040E-03
7.09651639E-02  7.80559275E-01  7.30764577E-03
7.10886890E-02  7.74551213E-01  7.30795650E-03
7.12122141E-02  7.90986434E-01  7.27152683E-03
7.13357392E-02  7.74453894E-01  7.30440414E-03
7.14592643E-02  7.71774478E-01  7.27700513E-03
7.15827894E-02  7.77968521E-01  7.25867330E-03
7.17063145E-02  7.77703734E-01  7.28711739E-03
7.18298396E-02  7.77795588E-01  7.22919347E-03
7.19533647E-02  7.71371175E-01  7.27982119E-03
7.20768897E-02  7.64844803E-01  7.23080164E-03
7.22004148E-02  7.81244737E-01  7.23142838E-03
7.23239399E-02  7.69886752E-01  7.24690151E-03
7.24474650E-02  7.47360418E-01  7.20017827E-03
7.25709901E-02  7.68935778E-01  7.24890512E-03
7.26945152E-02  7.50422214E-01  7.19383976E-03
7.28180403E-02  7.54587883E-01  7.19263986E-03
7.29415654E-02  7.55744896E-01  7.22368711E-03
7.30650905E-02  7.69615360E-01  7.17229634E-03
7.31886155E-02  7.35442758E-01  7.19436090E-03
7.33121406E-02  7.48505836E-01  7.15934244E-03
7.34356657E-02  7.53117370E-01  7.16876586E-03
7.35591908E-02  7.40741430E-01  7.17710790E-03
7.36827159E-02  7.47072694E-01  7.14748048E-03
7.38062410E-02  7.46551125E-01  7.16220161E-03
7.39297661E-02  7.40525903E-01  7.12483309E-03
7.40532912E-02  7.31259156E-01  7.15132644E-03
7.41768163E-02  7.29152332E-01  7.12097866E-03
7.43003414E-02  7.44408643E-01  7.11834780E-03
7.44238664E-02  7.37812254E-01  7.13561163E-03
7.45473915E-02  7.29270339E-01  7.07591285E-03
7.46709166E-02  7.39070115E-01  7.11890359E-03
7.47944417E-02  7.37175006E-01  7.07935949E-03
7.49179668E-02  7.25807248E-01  7.09634331E-03
7.50414919E-02  7.27560485E-01  7.07515139E-03
7.51650170E-02  7.25524422E-01  7.05948218E-03
7.52885421E-02  7.45086387E-01  7.07625021E-03
7.54120672E-02  7.25155360E-01  7.04097481E-03
7.55355922E-02  7.05104775E-01  7.05756626E-03
7.56591173E-02  7.27540077E-01  7.02406683E-03
7.57826424E-02  7.05971145E-01  7.03749352E-03
7.59061675E-02  7.12213840E-01  7.03175956E-03
7.60296926E-02  7.11302648E-01  7.00912453E-03
7.61532177E-02  7.11011546E-01  7.01236198E-03
7.62767428E-02  7.10758423E-01  7.00291906E-03
7.64002679E-02  6.98034990E-01  7.01597778E-03
7.65237930E-02  6.99971219E-01  6.99305604E-03
7.66473181E-02  6.97003833E-01  6.97880652E-03
7.67708431E-02  7.09559036E-01  7.00157694E-03
7.68943682E-02  6.84955300E-01  6.95419880E-03
7.70178933E-02  7.10189955E-01  7.02633671E-03
7.71414184E-02  7.04399779E-01  7.04012900E-03
7.72649435E-02  6.93747504E-01  7.05930949E-03
7.73884686E-02  7.08847240E-01  7.09381636E-03
7.75119937E-02  6.80715799E-01  7.06205063E-03
7.76355188E-02  6.91878714E-01  7.12180125E-03
7.77590439E-02  6.79414936E-01  7.06331844E-03
7.78825689E-02  6.78211626E-01  7.12680719E-03
7.80060940E-02  6.85466749E-01  7.13041355E-03
7.81296191E-02  6.85571658E-01  7.10378213E-03
7.82531442E-02  6.77566625E-01  7.14196107E-03
7.83766693E-02  6.77179942E-01  7.10404850E-03
7.85001944E-02  6.81572368E-01  7.15203968E-03
7.86237195E-02  6.77402443E-01  7.15461243E-03
7.87472446E-02  6.72685575E-01  7.09349637E-03
7.88707697E-02  6.63177343E-01  7.16263701E-03
7.89942948E-02  6.70763720E-01  7.13381337E-03
7.91178198E-02  6.68853659E-01  7.15509092E-03
7.92413449E-02  6.68021025E-01  7.14885584E-03
7.93648700E-02  6.58341158E-01  7.12232569E-03
7.94883951E-02  6.68052822E-01  7.17234195E-03
7.96119202E-02  6.67377900E-01  7.12621801E-03
7.97354453E-02  6.76264614E-01  7.17491051E-03
7.98589704E-02  6.71628983E-01  7.14187103E-03
7.99824955E-02  6.58176815E-01  7.15193375E-03
8.01060206E-02  6.62631863E-01  7.15800920E-03
8.02295456E-02  6.43624514E-01  7.15160994E-03
8.03530707E-02  6.61148519E-01  7.16217240E-03
8.04765958E-02  6.41889395E-01  7.13461056E-03
8.06001209E-02  6.43474455E-01  7.15928633E-03
8.07236460E-02  6.64975386E-01  7.16140988E-03
8.08471711E-02  6.47998065E-01  7.13611650E-03
8.09706962E-02  6.57071336E-01  7.17355729E-03
8.10942213E-02  6.46115280E-01  7.14432092E-03
8.12177464E-02  6.50467975E-01  7.16528042E-03
8.13412715E-02  6.39991177E-01  7.13667668E-03
8.14647965E-02  6.49875029E-01  7.14358348E-03
8.15883216E-02  6.40809949E-01  7.17633086E-03
8.17118467E-02  6.35022407E-01  7.13988443E-03
8.18353718E-02  6.23334995E-01  7.16308001E-03
8.19588969E-02  6.35433075E-01  7.12366017E-03
8.20824220E-02  6.27472512E-01  7.16163037E-03
8.22059471E-02  6.26984339E-01  7.14943385E-03
8.23294722E-02  6.32749665E-01  7.11847673E-03
8.24529973E-02  6.36181806E-01  7.15939578E-03
8.25765223E-02  6.28330607E-01  7.11058265E-03
8.27000474E-02  6.29603091E-01  7.14681785E-03
8.28235725E-02  6.28284218E-01  7.12806641E-03
8.29470976E-02  6.31649875E-01  7.10305599E-03
8.30706227E-02  6.07326026E-01  7.12358382E-03
8.31941478E-02  6.15173611E-01  7.09953298E-03
8.33176729E-02  6.15250298E-01  7.10651738E-03
8.34411980E-02  6.05872824E-01  7.09389441E-03
8.35647231E-02  6.11280596E-01  7.07220321E-03
8.36882482E-02  5.96296949E-01  7.10976853E-03
8.38117732E-02  6.07549092E-01  7.05321210E-03
8.39352983E-02  6.19439870E-01  7.11601910E-03
8.40588234E-02  6.08648203E-01  7.04942053E-03
8.41823485E-02  6.03170203E-01  7.07778289E-03
8.43058736E-02  6.07172533E-01  7.08577291E-03
8.44293987E-02  5.97253631E-01  7.04829740E-03
8.46146863E-02  5.93077745E-01  5.00065093E-03
8.47999740E-02  5.94152494E-01  7.07001402E-03
8.49234991E-02  5.83357644E-01  7.05778113E-03
8.50470241E-02  5.88933939E-01  7.03506359E-03
8.51705492E-02  5.94202696E-01  7.07185052E-03
8.52940743E-02  5.96734058E-01  7.03097191E-03
8.54175994E-02  5.86739214E-01  7.05681943E-03
8.55411245E-02  5.96976734E-01  7.02988611E-03
8.56646496E-02  5.80523650E-01  6.99986520E-03
8.57881747E-02  5.99956727E-01  7.06702485E-03
8.59116998E-02  5.86836643E-01  7.00486136E-03
8.60352249E-02  5.76185792E-01  7.04752150E-03
8.61587499E-02  5.82707191E-01  6.99731822E-03
8.62822750E-02  5.87235205E-01  7.00449654E-03
8.64675627E-02  5.69944973E-01  4.94759026E-03
8.66528503E-02  5.65911289E-01  7.01076047E-03
8.67763754E-02  5.82181593E-01  6.97385530E-03
8.68999005E-02  5.72111870E-01  7.01180155E-03
8.70234256E-02  5.67702983E-01  6.99658234E-03
8.71469507E-02  5.69862958E-01  6.96452179E-03
8.72704758E-02  5.71522381E-01  6.99872437E-03
8.73940008E-02  5.70882237E-01  6.96644564E-03
8.75175259E-02  5.70494379E-01  6.99816613E-03
8.76410510E-02  5.63428396E-01  6.97704505E-03
8.77645761E-02  5.60433147E-01  6.96853082E-03
8.79498637E-02  5.63365551E-01  4.92505958E-03
8.81351514E-02  5.47157543E-01  6.98317850E-03
8.82586765E-02  5.54802203E-01  6.95239863E-03
8.83822016E-02  5.52668015E-01  6.97109951E-03
8.85057266E-02  5.54506685E-01  6.95838979E-03
8.86292517E-02  5.41757129E-01  6.94837703E-03
8.87527768E-02  5.61604812E-01  6.97794773E-03
8.88763019E-02  5.56704048E-01  6.93579600E-03
8.89998270E-02  5.44226493E-01  6.96115765E-03
8.91233521E-02  5.53719020E-01  6.95110260E-03
8.93086397E-02  5.50255710E-01  4.91597592E-03
8.94939274E-02  5.51862452E-01  6.92466848E-03
8.96174525E-02  5.44929525E-01  6.95669643E-03
8.97409775E-02  5.39159523E-01  6.92895585E-03
8.98645026E-02  5.43500816E-01  6.93684895E-03
8.99880277E-02  5.27189056E-01  6.93387081E-03
9.01115528E-02  5.29394764E-01  6.93844810E-03
9.02350779E-02  5.10795040E-01  6.93967188E-03
9.04203655E-02  5.25797666E-01  4.88326006E-03
9.06056532E-02  5.20400259E-01  6.91268455E-03
9.07291783E-02  5.35391010E-01  6.93003345E-03
9.08527033E-02  5.29012438E-01  6.92834092E-03
9.09762284E-02  5.28327527E-01  6.88362297E-03
9.10997535E-02  5.24822309E-01  6.91977192E-03
9.12232786E-02  5.04267018E-01  6.89557646E-03
9.14085663E-02  5.17001634E-01  4.87918445E-03
9.15938539E-02  5.15019600E-01  6.89429132E-03
9.17173790E-02  5.15286520E-01  6.91349325E-03
9.18409041E-02  5.10819274E-01  6.86381337E-03
9.19644292E-02  5.12907747E-01  6.87982481E-03
9.20879542E-02  5.15234181E-01  6.89731999E-03
9.22114793E-02  5.13933334E-01  6.86914127E-03
9.23967670E-02  5.09469846E-01  4.87027519E-03
9.25820546E-02  5.07106344E-01  6.86616108E-03
9.27055797E-02  4.93562016E-01  6.87078418E-03
9.28291048E-02  5.16589686E-01  6.85728335E-03
9.29526299E-02  5.08554049E-01  6.88618128E-03
9.30761550E-02  5.04171139E-01  6.84789690E-03
9.32614426E-02  5.04532469E-01  4.85402074E-03
9.34467302E-02  4.99684903E-01  6.84962854E-03
9.35702553E-02  5.03469813E-01  6.85253373E-03
9.36937804E-02  4.99983350E-01  6.84223960E-03
9.38173055E-02  4.77571365E-01  6.85784724E-03
9.39408306E-02  4.99864065E-01  6.83862021E-03
9.41261182E-02  4.96591201E-01  4.83448288E-03
9.43114059E-02  4.91906300E-01  6.82915210E-03
9.44349309E-02  4.95992206E-01  6.84631243E-03
9.45584560E-02  4.83302223E-01  6.81302357E-03
9.46819811E-02  4.85237463E-01  6.82833670E-03
9.48055062E-02  4.90641620E-01  6.84195462E-03
9.49907938E-02  4.81268231E-01  4.82437129E-03
9.51760815E-02  4.78091603E-01  6.78376736E-03
9.52996066E-02  4.63793118E-01  6.81982866E-03
9.54231317E-02  4.77549229E-01  6.80563285E-03
9.55466568E-02  4.75762134E-01  6.80945246E-03
9.57319444E-02  4.80658570E-01  4.80977293E-03
9.59172320E-02  4.77446150E-01  6.82026597E-03
9.60407571E-02  4.68056804E-01  6.79088839E-03
9.61642822E-02  4.69576160E-01  6.79985483E-03
9.62878073E-02  4.76991898E-01  6.81256457E-03
9.64730949E-02  4.59516004E-01  4.86821161E-03
9.66583826E-02  4.62850295E-01  6.90478198E-03
9.67819076E-02  4.62469104E-01  6.92488413E-03
9.69054327E-02  4.68631123E-01  6.93738237E-03
9.70289578E-02  4.56742473E-01  6.96174262E-03
9.72142455E-02  4.51948814E-01  4.92956764E-03
9.73995331E-02  4.65646410E-01  7.00862318E-03
9.75230582E-02  4.58210404E-01  6.98922459E-03
9.76465833E-02  4.56957036E-01  7.02213497E-03
9.78318709E-02  4.67648853E-01  4.96753440E-03
9.80171585E-02  4.68731981E-01  7.06880933E-03
9.81406836E-02  4.52305203E-01  7.02968396E-03
9.82642087E-02  4.57246468E-01  7.05530617E-03
9.83877338E-02  4.60764315E-01  7.06981398E-03
9.85730214E-02  4.54799227E-01  5.00719710E-03
9.87583091E-02  4.36914437E-01  7.07487492E-03
9.88818342E-02  4.47363450E-01  7.08367666E-03
9.90053593E-02  4.42233113E-01  7.08716009E-03
9.91906469E-02  4.40321267E-01  5.03056903E-03
9.93759345E-02  4.45360064E-01  7.09607701E-03
9.94994596E-02  4.44702943E-01  7.12301611E-03
9.96229847E-02  4.34220506E-01  7.11713261E-03
9.98082723E-02  4.35177979E-01  5.04769456E-03
9.99935600E-02  4.29544752E-01  7.11068656E-03
1.00117085E-01  4.29764209E-01  7.15317437E-03
1.00240610E-01  4.23179915E-01  7.14958863E-03
1.00425898E-01  4.32896591E-01  5.05778492E-03
1.00611185E-01  4.31389593E-01  7.15423227E-03
1.00734711E-01  4.27557442E-01  7.18420026E-03
1.00858236E-01  4.16659398E-01  7.19013777E-03
1.01043523E-01  4.25123903E-01  5.06759663E-03
1.01228811E-01  4.29036808E-01  7.08384142E-03
1.01352336E-01  4.15180229E-01  7.07038174E-03
1.01475861E-01  4.14120274E-01  7.05902056E-03
1.01661149E-01  4.10594309E-01  4.95986543E-03
1.01846436E-01  4.16856735E-01  7.00896663E-03
1.01969961E-01  4.16794538E-01  7.00686226E-03
1.02155249E-01  4.10206830E-01  4.92634502E-03
1.02340537E-01  4.16445669E-01  6.94266369E-03
1.02464062E-01  4.07304293E-01  6.94203085E-03
1.02587587E-01  4.19447047E-01  6.92615606E-03
1.02772874E-01  4.11416670E-01  4.89871907E-03
1.02958162E-01  4.06506907E-01  6.98669867E-03
1.03081687E-01  3.98830200E-01  7.00098453E-03
1.03266975E-01  4.05953167E-01  4.96554694E-03
1.03452262E-01  4.06057588E-01  7.07728949E-03
1.03575788E-01  3.92980039E-01  7.06577702E-03
1.03699313E-01  3.94778270E-01  7.06712350E-03
1.03884600E-01  3.95231641E-01  5.00638660E-03
1.04069888E-01  3.82735948E-01  7.12641015E-03
1.04193413E-01  3.91476474E-01  7.07984854E-03
1.04378701E-01  4.02851296E-01  5.04132958E-03
1.04563988E-01  3.86644968E-01  7.14303055E-03
1.04687513E-01  3.91655334E-01  7.12012137E-03
1.04872801E-01  3.84702892E-01  5.05575366E-03
1.05058089E-01  3.80540702E-01  7.16322912E-03
1.05181614E-01  3.86748887E-01  7.15013404E-03
1.05366901E-01  3.77508224E-01  5.04935263E-03
1.05552189E-01  3.74868583E-01  7.19423989E-03
1.05675714E-01  3.85905369E-01  7.18650657E-03
1.05799239E-01  3.87997769E-01  7.19351522E-03
1.05984527E-01  3.81199812E-01  5.06800152E-03
1.06169814E-01  3.76915113E-01  7.22112316E-03
1.06293340E-01  3.87503121E-01  7.16784617E-03
1.06478627E-01  3.67410787E-01  5.09233211E-03
1.06663915E-01  3.71773388E-01  7.20871550E-03
1.06787440E-01  3.72076216E-01  7.20036155E-03
1.06972728E-01  3.77265467E-01  5.09397808E-03
1.07158015E-01  3.56907209E-01  7.23432621E-03
1.07281540E-01  3.64376285E-01  7.23438020E-03
1.07466828E-01  3.71911598E-01  5.10190281E-03
1.07652116E-01  3.71482763E-01  7.23487053E-03
1.07775641E-01  3.62389917E-01  7.25598804E-03
1.07960928E-01  3.62963091E-01  5.10485524E-03
1.08146216E-01  3.53281886E-01  7.25959830E-03
1.08331504E-01  3.54096671E-01  5.11236669E-03
1.08516791E-01  3.41937844E-01  7.21649832E-03
1.08640316E-01  3.58873205E-01  7.24583966E-03
1.08825604E-01  3.51323841E-01  5.12455341E-03
1.09010892E-01  3.58703654E-01  7.20623971E-03
1.09134417E-01  3.62052942E-01  7.25455925E-03
1.09319704E-01  3.48692990E-01  5.11672307E-03
1.09504992E-01  3.44104917E-01  7.21179575E-03
1.09628517E-01  3.46526457E-01  7.23834720E-03
1.09813805E-01  3.41426341E-01  5.12570842E-03
1.09999092E-01  3.53232385E-01  7.22300361E-03
1.10184380E-01  3.38835092E-01  5.12244447E-03
1.10369667E-01  3.46507303E-01  7.26169944E-03
1.10493193E-01  3.45058947E-01  7.23230526E-03
1.10678480E-01  3.38853937E-01  5.12023694E-03
1.10863768E-01  3.36885635E-01  7.25676268E-03
1.10987293E-01  3.45191467E-01  7.25144591E-03
1.11172581E-01  3.32670177E-01  5.11889340E-03
1.11357868E-01  3.44681627E-01  7.26863022E-03
1.11543156E-01  3.36652173E-01  5.12425540E-03
1.11728443E-01  3.19470357E-01  7.24463410E-03
1.11851969E-01  3.34180806E-01  7.24918705E-03
1.12037256E-01  3.33322194E-01  5.13343417E-03
1.12222544E-01  3.25193966E-01  7.22952083E-03
1.12407831E-01  3.28406838E-01  5.14010959E-03
1.12593119E-01  3.25123333E-01  7.26048340E-03
1.12716644E-01  3.33958861E-01  7.24463594E-03
1.12901932E-01  3.21664991E-01  5.14535763E-03
1.13087219E-01  3.23775996E-01  7.26291399E-03
1.13272507E-01  3.19731349E-01  5.13010017E-03
1.13457795E-01  3.18333883E-01  7.28351918E-03
1.13643082E-01  3.09480706E-01  5.14684353E-03
1.13828370E-01  3.13586954E-01  7.29719152E-03
1.13951895E-01  3.22242565E-01  7.26682933E-03
1.14137183E-01  3.24655711E-01  5.14882158E-03
1.14322470E-01  3.09084111E-01  7.27508304E-03
1.14507758E-01  3.10722355E-01  5.15637432E-03
1.14693046E-01  3.04259037E-01  7.25701793E-03
1.14878333E-01  3.06611262E-01  5.14090384E-03
1.15063621E-01  3.01692243E-01  7.28663051E-03
1.15187146E-01  3.08045370E-01  7.26042175E-03
1.15372434E-01  3.01472984E-01  5.13304418E-03
1.15557721E-01  3.06436951E-01  7.25206183E-03
1.15743009E-01  3.02594393E-01  5.14338228E-03
1.15928297E-01  2.97159050E-01  7.26892575E-03
1.16113584E-01  3.00218734E-01  5.14043004E-03
1.16298872E-01  3.01797469E-01  7.32191761E-03
1.16484159E-01  2.98544488E-01  5.20045787E-03
1.16669447E-01  2.95219494E-01  7.38533799E-03
1.16792972E-01  2.88653734E-01  7.39192910E-03
1.16978260E-01  3.02228424E-01  5.23695427E-03
1.17163547E-01  2.94931132E-01  7.40576553E-03
1.17348835E-01  2.80876451E-01  5.25838914E-03
1.17534123E-01  2.83264214E-01  7.43844173E-03
1.17719410E-01  2.81730889E-01  5.27733844E-03
1.17904698E-01  2.87033662E-01  7.49058123E-03
1.18089986E-01  2.85426823E-01  5.29174968E-03
1.18275273E-01  2.81895663E-01  7.51615848E-03
1.18460561E-01  2.80433071E-01  5.30795885E-03
1.18645848E-01  2.89782873E-01  7.52408509E-03
1.18831136E-01  2.78833443E-01  5.30522890E-03
1.19016424E-01  2.73468404E-01  7.49431735E-03
1.19201711E-01  2.72500693E-01  5.30730078E-03
1.19386999E-01  2.64927426E-01  7.51627594E-03
1.19572287E-01  2.70107523E-01  5.29639014E-03
1.19757574E-01  2.60140637E-01  7.49778232E-03
1.19942862E-01  2.76116270E-01  5.30486166E-03
1.20128150E-01  2.72996463E-01  7.51563772E-03
1.20313437E-01  2.73321314E-01  5.28226780E-03
1.20498725E-01  2.56275253E-01  7.49018629E-03
1.20684012E-01  2.63688292E-01  5.29975627E-03
1.20869300E-01  2.79037472E-01  7.49112245E-03
1.21054588E-01  2.66447200E-01  5.29049742E-03
1.21239875E-01  2.68271389E-01  7.45801346E-03
1.21425163E-01  2.64281827E-01  5.29399429E-03
1.21610451E-01  2.61472209E-01  7.46190476E-03
1.21795738E-01  2.58087710E-01  5.27901803E-03
1.21981026E-01  2.68306850E-01  7.45854251E-03
1.22166314E-01  2.61846731E-01  5.28812499E-03
1.22351601E-01  2.51360774E-01  7.44655551E-03
1.22536889E-01  2.47336310E-01  5.26607209E-03
1.22722176E-01  2.55377566E-01  7.47369710E-03
1.22907464E-01  2.47477793E-01  5.26749884E-03
1.23092752E-01  2.56317880E-01  7.45164493E-03
1.23278039E-01  2.58335263E-01  5.27291778E-03
1.23525090E-01  2.48240689E-01  5.25183542E-03
1.23710377E-01  2.48790905E-01  7.43485110E-03
1.23895665E-01  2.37774426E-01  5.24785644E-03
1.24080952E-01  2.43699371E-01  7.41075340E-03
1.24266240E-01  2.44660800E-01  5.23944084E-03
1.24451528E-01  2.52537704E-01  7.41116424E-03
1.24636815E-01  2.34385885E-01  5.22403118E-03
1.24822103E-01  2.33411399E-01  7.41409309E-03
1.25007391E-01  2.36351537E-01  5.22255062E-03
1.25254441E-01  2.31601882E-01  5.20828583E-03
1.25439728E-01  2.46974053E-01  7.38485831E-03
1.25625016E-01  2.35765226E-01  5.20836439E-03
1.25810304E-01  2.39795056E-01  7.34817843E-03
1.25995591E-01  2.41686088E-01  5.20488212E-03
1.26180879E-01  2.43050330E-01  7.33521816E-03
1.26366167E-01  2.34056376E-01  5.19118595E-03
1.26613217E-01  2.24303607E-01  5.19046704E-03
1.26798504E-01  2.25460093E-01  7.30103640E-03
1.26983792E-01  2.31646804E-01  5.17754339E-03
1.27169080E-01  2.45407519E-01  7.34193499E-03
1.27354367E-01  2.29910819E-01  5.16609790E-03
1.27539655E-01  2.26150585E-01  7.32276108E-03
1.27724943E-01  2.24797792E-01  5.16795660E-03
1.27971993E-01  2.25526784E-01  5.16730903E-03
1.28157280E-01  2.23115378E-01  7.31545299E-03
1.28342568E-01  2.23311617E-01  5.16194688E-03
1.28527856E-01  2.13552732E-01  7.29241527E-03
1.28713143E-01  2.17490897E-01  5.16493733E-03
1.28960193E-01  2.13946750E-01  5.14853150E-03
1.29145481E-01  2.25052580E-01  7.28600597E-03
1.29330769E-01  2.20030653E-01  5.15733023E-03
1.29577819E-01  2.17390609E-01  5.15324639E-03
1.29763107E-01  2.16532529E-01  7.27822974E-03
1.29948394E-01  2.09033185E-01  5.14342298E-03
1.30133682E-01  2.11054355E-01  7.26793166E-03
1.30318969E-01  1.96926697E-01  5.14907032E-03
1.30566020E-01  2.11089724E-01  5.13703740E-03
1.30751307E-01  2.07250079E-01  7.28443029E-03
1.30936595E-01  2.09261620E-01  5.13420227E-03
1.31183645E-01  2.07844440E-01  5.13890044E-03
1.31368933E-01  2.06524775E-01  7.27097154E-03
1.31554220E-01  2.03596328E-01  5.12659617E-03
1.31801271E-01  2.03140726E-01  5.12303242E-03
1.31986558E-01  2.09873348E-01  7.26451350E-03
1.32171846E-01  1.91874342E-01  5.12670589E-03
1.32357133E-01  1.88165652E-01  7.23601168E-03
1.32542421E-01  1.86236465E-01  5.12115081E-03
1.32789471E-01  2.05998682E-01  5.11521004E-03
1.32974759E-01  1.96911038E-01  7.21682666E-03
1.33160047E-01  2.01457751E-01  5.11345081E-03
1.33407097E-01  1.97604217E-01  5.10943642E-03
1.33592384E-01  1.92178093E-01  7.19703732E-03
1.33777672E-01  1.95722089E-01  5.11652324E-03
1.34024722E-01  1.97102519E-01  5.10735165E-03
1.34210010E-01  1.95583426E-01  7.18289167E-03
1.34395297E-01  1.92047607E-01  5.11616222E-03
1.34642348E-01  1.95486111E-01  5.10108241E-03
1.34889398E-01  1.90554050E-01  5.09160067E-03
1.35074685E-01  1.82026976E-01  7.19049744E-03
1.35259973E-01  1.88665290E-01  5.09737590E-03
1.35507023E-01  1.82277007E-01  5.08968907E-03
1.35692311E-01  1.73574639E-01  7.17150712E-03
1.35877598E-01  1.77634492E-01  5.09601155E-03
1.36124649E-01  1.78877976E-01  5.08455293E-03
1.36309936E-01  1.86619492E-01  7.15882131E-03
1.36495224E-01  1.74402735E-01  5.09124411E-03
1.36742274E-01  1.81357541E-01  5.08279251E-03
1.36989324E-01  1.75905328E-01  5.07083463E-03
1.37174612E-01  1.69186988E-01  7.16958298E-03
1.37359900E-01  1.77650829E-01  5.07361073E-03
1.37606950E-01  1.70158192E-01  5.07111287E-03
1.37792237E-01  1.92362720E-01  7.17361500E-03
1.37977525E-01  1.76449297E-01  5.06137942E-03
1.38224575E-01  1.80086902E-01  5.07060893E-03
1.38471625E-01  1.74414947E-01  5.05644408E-03
1.38656913E-01  1.79039134E-01  7.16680643E-03
1.38842201E-01  1.74641692E-01  5.06293852E-03
1.39089251E-01  1.63893984E-01  5.05092667E-03
1.39274538E-01  1.72798350E-01  7.15541985E-03
1.39459826E-01  1.55741844E-01  5.05169384E-03
1.39706876E-01  1.61933045E-01  5.05710121E-03
1.39953926E-01  1.57847300E-01  5.04256581E-03
1.40139214E-01  1.68539013E-01  7.13643092E-03
1.40324502E-01  1.68518550E-01  5.04656496E-03
1.40571552E-01  1.64415630E-01  5.03903235E-03
1.40818602E-01  1.56728938E-01  5.04423123E-03
1.41065652E-01  1.62416164E-01  5.03111616E-03
1.41250940E-01  1.52010817E-01  7.12225569E-03
1.41436228E-01  1.57979815E-01  5.03578176E-03
1.41683278E-01  1.56636882E-01  5.02726364E-03
1.41930328E-01  1.47629591E-01  5.02843830E-03
1.42115616E-01  1.50663708E-01  7.11593846E-03
1.42300903E-01  1.53461313E-01  5.02702775E-03
1.42547953E-01  1.52326646E-01  5.02608327E-03
1.42795003E-01  1.51244938E-01  5.01698365E-03
1.42980291E-01  1.50412423E-01  7.12011827E-03
1.43165579E-01  1.57973459E-01  5.01487998E-03
1.43412629E-01  1.50784954E-01  5.00851602E-03
1.43659679E-01  1.50533451E-01  5.01952439E-03
1.43906729E-01  1.47349125E-01  5.01621089E-03
1.44092017E-01  1.64945312E-01  7.08135061E-03
1.44277305E-01  1.47265062E-01  5.00304186E-03
1.44524355E-01  1.52955157E-01  5.01839040E-03
1.44771405E-01  1.43300894E-01  4.99966713E-03
1.45018455E-01  1.46581990E-01  5.00049353E-03
1.45203743E-01  1.58714280E-01  7.09154668E-03
1.45389030E-01  1.42594085E-01  4.98834578E-03
1.45636081E-01  1.45214643E-01  4.99945888E-03
1.45883131E-01  1.38530536E-01  4.98214119E-03
1.46130181E-01  1.45906371E-01  5.00051850E-03
1.46377231E-01  1.53400826E-01  4.99173941E-03
1.46562519E-01  1.52103882E-01  7.03932335E-03
1.46747806E-01  1.37593607E-01  4.98815365E-03
1.46994857E-01  1.44711900E-01  4.97536610E-03
1.47241907E-01  1.34815084E-01  4.98847691E-03
1.47488957E-01  1.36375100E-01  4.95093815E-03
1.47736007E-01  1.43264832E-01  4.98260767E-03
1.47921295E-01  1.39198808E-01  7.03093930E-03
1.48106582E-01  1.35538487E-01  4.95912513E-03
1.48353633E-01  1.37021240E-01  4.97172106E-03
1.48600683E-01  1.38894414E-01  4.95807526E-03
1.48847733E-01  1.44686969E-01  4.96493488E-03
1.49094783E-01  1.31707452E-01  4.96028557E-03
1.49341833E-01  1.36283021E-01  4.96462817E-03
1.49527121E-01  1.31115857E-01  6.98415361E-03
1.49712409E-01  1.36732044E-01  4.94924587E-03
1.49959459E-01  1.33190344E-01  4.96156324E-03
